ID,cut,color,clarity,depth,table,price,x,y,z
31841,Ideal,E,SI1,61.7,55.0,1862,5.59,5.6,3.45
31842,Premium,I,VS2,,59.0,5474,6.76,,4.19
31843,Very Good,E,VS1,63.5,55.0,3357,5.78,5.74,3.66
31844,Very Good,E,VVS2,60.8,59.0,2002,5.07,5.13,3.1
31845,Good,F,IF,,62.0,3392,5.67,,3.56
31846,Premium,F,VS2,61.1,60.0,14826,7.56,7.57,4.62
31847,Ideal,H,IF,62.0,56.0,1187,4.75,4.77,2.95
31848,Fair,E,VS2,65.4,57.0,1049,4.62,4.53,2.99
31849,Ideal,E,SI1,60.5,56.0,3529,5.82,5.84,3.53
31850,Premium,G,VVS1,,58.0,737,4.28,,2.64
31851,Very Good,H,SI1,63.3,57.0,1227,5.11,5.07,3.22
31852,Good,F,VS1,62.6,57.0,4770,6.06,6.11,3.81
31853,Ideal,H,VVS2,61.9,56.0,802,4.35,4.34,2.69
31854,Premium,H,SI1,61.9,57.0,9551,7.67,7.65,4.74
31855,Very Good,F,SI2,61.7,60.0,3803,6.14,6.15,3.79
31856,Good,E,I1,63.1,60.0,3051,6.32,6.4,4.01
31857,Very Good,I,SI2,61.9,57.0,9898,7.7,7.74,4.78
31858,Premium,E,SI1,62.1,60.0,1040,4.87,4.79,3.0
31859,Ideal,G,SI2,62.5,54.2,18001,8.25,8.26,5.16
31860,,F,VS2,61.4,55.0,906,4.6,4.55,2.81
31861,Very Good,G,SI2,60.7,57.0,2114,5.78,5.85,3.53
31862,Premium,G,SI1,62.4,58.0,477,4.32,4.36,2.71
31863,Premium,I,VVS2,61.3,57.0,766,4.52,4.48,2.76
31864,Ideal,H,VS2,,54.0,1693,5.34,,3.29
31865,Premium,G,VVS1,58.2,62.0,977,4.47,4.4,2.58
31866,Ideal,I,VS2,61.6,57.0,9352,7.34,7.28,4.5
31867,Ideal,H,SI1,61.1,57.0,5126,6.63,6.69,4.07
31868,Very Good,J,SI2,61.7,60.0,7073,7.52,7.63,4.67
31869,,F,VVS1,62.0,54.8,2339,5.29,5.35,3.3
31870,Ideal,F,VS2,62.0,55.0,726,4.55,4.58,2.83
31871,Good,J,SI2,59.4,64.0,14918,9.32,9.19,5.5
31872,Very Good,H,VS2,62.1,57.0,5028,6.4,6.45,3.99
31873,Premium,G,SI1,60.5,60.0,5105,6.52,6.47,3.93
31874,Very Good,E,SI1,,57.0,2686,5.63,,3.59
31875,Premium,G,VVS1,,53.0,7848,6.39,,4.0
31876,Ideal,H,VS2,61.1,55.0,8498,6.95,6.97,4.25
31877,Ideal,H,SI1,61.1,56.0,9562,7.46,7.41,4.54
31878,Good,H,SI2,59.1,61.0,3991,6.41,6.46,3.8
31879,Ideal,H,VS1,62.7,55.0,544,4.3,4.34,2.71
31880,Ideal,F,VS2,60.7,55.0,666,4.44,4.55,2.73
31881,Ideal,G,VS1,60.3,59.0,1669,5.16,5.22,3.13
31882,Premium,H,SI1,60.8,58.0,2370,5.94,5.9,3.6
31883,Very Good,G,VS2,63.4,57.0,1008,4.68,4.63,2.95
31884,Ideal,F,SI1,61.7,56.0,4188,6.1,6.12,3.77
31885,Premium,H,SI1,62.1,60.0,3618,6.2,6.27,3.87
31886,Good,D,SI2,63.8,56.0,612,4.34,4.31,2.76
31887,Very Good,E,VS1,63.2,58.0,14904,7.24,7.16,4.55
31888,Ideal,E,VS1,62.1,56.0,625,4.2,4.17,2.6
31889,Premium,I,VVS2,62.1,59.0,579,4.41,4.48,2.76
31890,Very Good,F,SI2,62.4,60.0,4634,6.55,6.46,4.06
31891,Ideal,G,VVS2,60.5,57.0,878,4.36,4.33,2.63
31892,Premium,E,VS1,61.3,58.0,3369,5.77,5.81,3.55
31893,,F,SI2,62.0,58.0,4436,6.48,6.51,4.03
31894,Very Good,E,SI2,63.5,60.0,1265,5.24,5.28,3.34
31895,Ideal,G,VS2,61.0,57.0,633,4.54,4.58,2.78
31896,Premium,G,VS2,60.1,58.0,765,4.57,4.51,2.73
31897,Premium,D,SI1,60.0,59.0,781,4.5,4.46,2.69
31898,Ideal,F,VS2,61.6,56.0,535,4.05,4.07,2.5
31899,Ideal,F,VS2,61.2,57.0,2333,5.31,5.24,3.23
31900,Ideal,H,VS2,62.3,54.0,1279,5.12,5.12,3.19
31901,Ideal,H,SI2,62.5,56.0,2375,5.66,5.76,3.57
31902,Ideal,D,VS1,62.3,54.3,2033,5.05,5.12,3.17
31903,Ideal,E,SI1,61.5,56.0,3330,5.71,5.73,3.52
31904,Very Good,F,SI1,,59.0,4120,6.11,,3.85
31905,,E,VS1,60.2,57.0,8096,6.51,6.59,3.94
31906,,I,SI1,63.0,59.0,15218,8.09,7.95,5.05
31907,Premium,F,SI2,60.8,62.0,5288,7.11,7.07,4.31
31908,Very Good,E,I1,63.3,63.0,3794,6.72,6.68,4.24
31909,Ideal,F,VS2,61.4,57.0,855,4.48,4.45,2.74
31910,Premium,D,SI1,62.0,55.0,1786,5.23,5.22,3.24
31911,Ideal,G,VS1,62.2,56.0,9293,6.88,6.86,4.27
31912,Very Good,F,SI1,62.9,59.0,12555,7.5,7.5,4.72
31913,Premium,E,VS2,60.4,60.0,984,4.56,4.52,2.74
31914,Very Good,E,SI1,62.2,55.0,584,4.36,4.38,2.72
31915,Fair,J,SI1,64.6,61.0,2439,5.92,5.88,3.81
31916,Ideal,F,VS2,62.4,56.0,8436,6.78,6.82,4.24
31917,Ideal,H,SI1,,55.0,5863,6.65,,4.17
31918,Premium,D,VS2,60.2,60.0,758,4.44,4.43,2.67
31919,Very Good,I,VS1,62.6,59.0,6192,6.69,6.72,4.2
31920,Ideal,G,VS1,62.1,55.1,1746,5.2,5.21,3.23
31921,Ideal,E,SI2,62.1,56.0,919,4.85,4.84,3.01
31922,Ideal,F,SI1,62.0,55.0,2440,5.75,5.8,3.58
31923,Premium,G,VS2,61.7,58.0,2479,5.67,5.64,3.49
31924,Good,G,VVS1,61.9,55.0,3225,5.62,5.69,3.5
31925,Good,I,VVS1,64.0,63.0,3741,6.03,6.07,3.87
31926,Very Good,H,SI1,,59.0,4876,6.37,,3.95
31927,Very Good,D,VS1,,59.0,1960,5.11,,3.18
31928,Premium,F,VS1,61.7,58.0,1715,5.1,5.04,3.13
31929,Ideal,E,SI2,61.8,58.0,2806,5.77,5.82,3.58
31930,Ideal,G,SI1,61.4,58.0,2401,5.76,5.78,3.54
31931,Very Good,D,VS1,62.4,56.0,735,4.32,4.36,2.71
31932,Premium,H,SI2,62.0,60.0,484,4.29,4.26,2.65
31933,Good,F,I1,62.1,57.7,6025,7.57,7.61,4.71
31934,,G,VS2,61.6,56.0,846,4.82,4.82,2.97
31935,Ideal,G,VVS1,61.9,54.0,790,4.35,4.38,2.7
31936,Good,H,VS2,58.8,65.0,2188,5.7,5.76,3.37
31937,Premium,H,VS1,61.8,56.0,4064,6.18,6.16,3.81
31938,Very Good,I,SI1,62.8,58.0,3889,6.37,6.4,4.01
31939,Ideal,J,VS1,60.9,56.0,1569,5.44,5.49,3.33
31940,Premium,G,VVS2,60.2,58.0,10763,7.17,7.08,4.29
31941,Good,G,VS1,60.1,63.0,9405,6.98,6.99,4.2
31942,Ideal,G,VS1,61.6,57.0,855,4.44,4.42,2.73
31943,Ideal,G,VS2,60.8,57.0,1087,4.85,4.82,2.94
31944,Ideal,E,VVS2,61.3,54.0,2823,5.52,5.58,3.4
31945,Ideal,I,VS1,60.9,56.0,11153,7.55,7.62,4.62
31946,Very Good,D,SI2,63.4,57.0,2354,5.62,5.61,3.56
31947,Good,D,SI1,63.6,63.0,3755,6.03,6.08,3.85
31948,Ideal,G,VVS2,61.0,57.0,1024,4.59,4.53,2.78
31949,Ideal,F,VS2,62.5,55.0,14915,7.42,7.3,4.6
31950,Ideal,G,VVS2,,56.0,10445,6.9,,4.23
31951,Premium,I,SI1,62.3,59.0,523,4.31,4.29,2.68
31952,,E,SI2,61.2,59.0,3752,6.39,6.32,3.89
31953,,G,VS1,62.0,55.0,666,4.44,4.47,2.76
31954,Premium,G,VS2,59.7,58.0,1062,4.86,4.79,2.88
31955,Very Good,H,VS1,59.4,63.0,4671,6.32,6.28,3.74
31956,Ideal,H,VVS1,62.3,56.0,1053,4.58,4.53,2.84
31957,Ideal,E,SI1,60.5,57.0,1612,5.43,5.48,3.3
31958,Ideal,I,VS2,61.4,55.0,3355,6.03,6.06,3.71
31959,Very Good,G,SI2,63.1,57.0,5609,6.68,6.8,4.25
31960,Premium,D,SI1,61.4,58.0,1600,5.17,5.18,3.18
31961,Ideal,F,IF,60.6,58.0,930,4.43,4.48,2.7
31962,Good,G,SI2,63.7,59.0,2549,5.85,5.8,3.71
31963,Ideal,E,VS2,61.4,57.0,9093,6.54,6.56,4.02
31964,Good,G,SI1,64.3,59.0,17740,7.84,7.91,5.06
31965,Ideal,G,SI1,61.8,57.0,12951,7.38,7.44,4.58
31966,Ideal,I,SI1,61.6,55.0,1352,5.41,5.4,3.33
31967,Premium,F,SI2,61.3,57.0,2328,5.84,5.81,3.57
31968,Very Good,E,SI1,63.7,56.0,2994,5.72,5.74,3.65
31969,Ideal,F,SI2,61.3,55.0,1121,5.17,5.2,3.18
31970,Premium,I,SI1,61.5,61.0,522,4.39,4.33,2.68
31971,Good,E,SI1,63.9,54.0,1332,5.13,5.16,3.29
31972,,I,VVS2,60.2,56.0,2451,5.87,5.86,3.53
31973,Fair,F,SI2,,57.0,4824,6.85,,4.39
31974,Ideal,F,VS1,62.1,56.0,2072,5.45,5.46,3.39
31975,Ideal,G,VVS2,62.3,56.0,1031,4.78,4.79,2.98
31976,Ideal,H,VS1,60.8,58.0,7473,6.86,6.9,4.18
31977,Very Good,J,SI1,63.4,59.0,4967,6.89,6.83,4.35
31978,Premium,F,VS2,59.8,59.0,5864,6.46,6.44,3.86
31979,Premium,G,VS1,62.1,59.0,6238,6.44,6.38,3.98
31980,Good,F,SI2,60.5,61.0,4674,6.62,6.68,4.02
31981,Very Good,E,VVS2,62.6,61.0,689,4.22,4.28,2.66
31982,Premium,D,VS2,61.0,60.0,2910,5.74,5.71,3.49
31983,Premium,E,SI1,59.3,60.0,11795,7.58,7.54,4.48
31984,Ideal,G,VS1,62.1,54.0,1621,5.14,5.16,3.2
31985,Premium,F,SI1,62.8,58.0,517,4.31,4.32,2.71
31986,Premium,G,SI2,60.7,61.0,1588,5.82,5.74,3.51
31987,Premium,F,VS2,61.9,59.0,625,4.29,4.34,2.67
31988,Good,J,VS2,64.1,59.0,566,4.63,4.7,2.99
31989,Ideal,J,VS2,61.9,55.0,8887,7.51,7.54,4.66
31990,Ideal,H,SI1,61.8,57.0,18061,8.09,8.15,5.02
31991,Ideal,F,VVS2,61.1,57.0,1221,4.83,4.83,2.95
31992,Ideal,H,VS2,61.5,55.0,1593,5.18,5.22,3.2
31993,Premium,I,VS2,60.8,59.0,2154,5.67,5.71,3.46
31994,Ideal,G,VVS2,62.2,54.0,952,4.67,4.68,2.91
31995,Ideal,E,SI1,61.7,58.0,3621,6.0,6.06,3.72
31996,,H,SI2,61.9,57.0,8498,7.42,7.34,4.57
31997,Ideal,F,VS2,62.1,57.0,802,4.36,4.33,2.7
31998,Very Good,D,VS1,61.2,55.0,610,4.32,4.34,2.65
31999,Ideal,G,VS1,61.9,55.0,749,4.38,4.35,2.7
32000,,H,IF,62.6,56.0,1919,5.1,5.13,3.2
32001,Good,H,VS1,59.5,62.0,2422,5.69,5.74,3.4
32002,Premium,D,VS1,61.6,59.0,10115,6.78,6.73,4.16
32003,Very Good,J,VS1,63.0,57.0,892,4.88,4.84,3.06
32004,Premium,H,SI1,62.8,54.0,2420,5.89,5.86,3.69
32005,Very Good,D,SI2,,58.0,13857,8.02,,5.05
32006,Premium,F,SI1,61.3,60.0,792,4.83,4.86,2.97
32007,Ideal,E,SI1,62.6,57.0,707,4.68,4.74,2.95
32008,,F,VS2,63.8,60.0,13012,7.2,7.22,4.6
32009,Premium,I,SI1,59.9,59.0,4129,6.47,6.41,3.86
32010,Premium,E,IF,61.9,58.0,17663,7.14,7.08,4.4
32011,Very Good,E,VS1,61.8,57.0,10780,6.99,6.93,4.3
32012,Ideal,G,VVS1,62.5,54.0,1013,4.32,4.32,2.7
32013,Ideal,G,VS1,,55.0,773,4.43,,2.73
32014,,E,VS2,62.1,57.0,1617,5.23,5.18,3.23
32015,Ideal,H,SI1,61.8,60.0,5912,6.64,6.66,4.11
32016,,E,VVS2,66.2,61.0,738,4.39,4.37,2.9
32017,Premium,G,SI1,62.5,60.0,4588,6.34,6.39,3.98
32018,Ideal,G,SI2,61.3,55.0,1094,5.17,5.18,3.17
32019,Ideal,H,VS2,61.6,57.0,2593,5.75,5.78,3.55
32020,Ideal,F,VVS2,61.5,57.0,921,4.61,4.63,2.84
32021,Very Good,H,SI1,60.9,55.0,2837,5.92,5.94,3.61
32022,Good,D,SI1,63.8,58.0,5444,6.34,6.38,4.06
32023,Premium,F,SI1,59.7,60.0,4938,6.51,6.49,3.88
32024,Very Good,F,SI2,60.5,62.0,2138,5.74,5.8,3.49
32025,Ideal,D,VS1,61.0,58.0,600,4.3,4.36,2.64
32026,Ideal,H,IF,62.3,55.0,5758,6.27,6.31,3.92
32027,Very Good,J,VS1,63.0,58.0,10165,7.52,7.68,4.79
32028,Ideal,D,VS2,61.2,55.0,1882,5.17,5.16,3.16
32029,Fair,E,SI2,62.2,66.0,4496,6.58,6.48,4.06
32030,Ideal,G,SI1,61.4,55.0,1330,5.38,5.4,3.31
32031,Ideal,D,SI2,62.3,57.0,2434,5.75,5.81,3.6
32032,Ideal,F,VS1,61.0,56.0,2193,5.36,5.39,3.28
32033,Ideal,D,VVS2,61.9,56.0,1263,4.72,4.75,2.93
32034,Ideal,D,VVS2,61.5,57.0,1199,4.63,4.67,2.86
32035,Premium,H,VS1,61.9,58.0,1221,4.97,4.95,3.07
32036,Ideal,I,SI1,62.1,56.0,4891,6.65,6.65,4.13
32037,Ideal,F,SI1,61.7,56.0,1394,5.13,5.15,3.17
32038,Ideal,H,VS1,62.4,56.0,8774,7.06,6.95,4.37
32039,Fair,D,I1,64.6,62.0,5460,7.19,7.05,4.6
32040,Ideal,G,IF,61.2,57.0,2383,5.26,5.3,3.23
32041,Very Good,G,VVS1,62.9,54.0,526,4.03,4.05,2.54
32042,Ideal,D,VS2,61.9,57.0,942,4.36,4.36,2.7
32043,Ideal,D,VS1,61.6,56.0,2787,5.54,5.53,3.41
32044,Ideal,F,SI2,61.2,57.0,4452,6.49,6.39,3.94
32045,Ideal,H,VS2,60.8,57.0,474,4.32,4.37,2.64
32046,Premium,I,VS2,62.5,58.0,633,4.57,4.62,2.87
32047,Ideal,H,I1,62.1,56.0,8709,8.31,8.27,5.15
32048,Ideal,G,VVS1,62.5,54.0,1013,4.29,4.25,2.67
32049,Very Good,H,SI1,60.8,60.0,5192,6.62,6.76,4.07
32050,Premium,I,SI1,60.1,58.0,459,4.49,4.56,2.72
32051,Good,H,SI1,63.5,58.0,421,4.21,4.23,2.68
32052,Ideal,E,VS2,62.3,57.0,16569,7.4,7.44,4.62
32053,Ideal,H,VVS2,61.8,56.0,1834,5.38,5.4,3.33
32054,Very Good,F,SI1,63.1,56.0,704,4.7,4.78,2.99
32055,Ideal,D,VVS2,62.0,55.0,777,4.35,4.39,2.71
32056,Fair,F,SI2,65.0,58.0,4915,6.63,6.57,4.29
32057,Very Good,E,VS1,61.9,59.0,504,4.22,4.24,2.62
32058,Ideal,G,IF,61.6,56.0,1052,4.47,4.46,2.75
32059,,F,SI1,61.9,59.0,5687,6.44,6.38,3.97
32060,Very Good,H,IF,61.3,55.0,778,4.37,4.41,2.69
32061,Premium,E,VS2,62.6,56.0,2821,5.71,5.67,3.56
32062,Fair,E,SI1,56.1,58.0,11489,7.72,7.61,4.3
32063,Ideal,G,VVS2,61.1,57.0,11956,7.19,7.14,4.38
32064,Ideal,F,VS2,62.5,54.0,1601,5.13,5.18,3.22
32065,Premium,H,SI1,,57.0,4820,6.54,,3.99
32066,Ideal,E,SI2,61.1,57.0,1412,5.16,5.21,3.17
32067,Ideal,H,VVS2,62.3,56.0,3417,5.92,5.95,3.7
32068,Ideal,F,VS2,60.1,57.0,13853,7.65,7.59,4.58
32069,Ideal,F,IF,62.3,56.0,979,4.3,4.33,2.69
32070,Very Good,I,VS1,61.6,61.0,441,4.22,4.28,2.62
32071,Ideal,E,SI1,61.7,55.0,3376,5.74,5.77,3.55
32072,Very Good,D,SI2,,59.0,4589,6.64,,3.88
32073,Very Good,H,SI2,63.7,55.0,9745,7.48,7.55,4.79
32074,Premium,G,SI1,62.3,59.0,4045,6.13,6.2,3.84
32075,Fair,H,SI2,68.1,55.0,10912,7.66,7.55,5.18
32076,Ideal,G,VVS1,61.3,56.0,2041,5.25,5.29,3.23
32077,Ideal,J,VS2,61.9,57.0,1974,5.65,5.7,3.51
32078,Ideal,G,VS1,61.0,56.0,2147,5.45,5.47,3.33
32079,Ideal,E,VVS1,62.3,55.0,4230,5.68,5.72,3.55
32080,,G,SI1,62.2,58.0,2862,6.01,5.98,3.73
32081,Very Good,F,VVS2,63.0,55.0,8555,6.28,6.36,3.98
32082,Very Good,F,IF,61.9,54.0,914,4.34,4.41,2.71
32083,Premium,J,VS1,61.8,58.0,421,4.37,4.4,2.71
32084,Good,E,SI2,57.8,56.0,2308,5.95,5.85,3.41
32085,Ideal,G,SI2,62.6,57.0,2078,5.7,5.74,3.58
32086,Very Good,D,SI1,60.3,60.0,7106,6.7,6.83,4.08
32087,Ideal,E,VS2,62.0,54.1,757,4.47,4.5,2.78
32088,Ideal,G,SI1,61.5,55.0,563,4.34,4.37,2.68
32089,Fair,H,SI2,62.2,53.0,1961,5.83,5.75,3.6
32090,Ideal,F,VS1,,57.0,9335,6.93,,4.14
32091,Premium,F,VS2,63.1,58.0,880,4.44,4.43,2.8
32092,Ideal,E,SI2,61.9,55.0,1244,5.36,5.36,3.32
32093,Premium,F,SI2,61.7,58.0,4497,6.4,6.38,3.94
32094,Premium,J,SI2,61.2,60.0,13931,8.42,8.34,5.13
32095,Premium,H,SI2,60.6,58.0,7922,7.99,7.89,4.81
32096,Very Good,F,VS1,60.5,57.0,3401,5.96,6.0,3.62
32097,Premium,H,VS1,59.3,61.0,434,4.06,4.0,2.39
32098,Very Good,F,SI1,63.3,57.0,4056,6.09,6.17,3.88
32099,Ideal,G,VS1,61.2,56.0,3589,5.82,5.84,3.57
32100,Premium,E,SI1,61.7,56.0,6653,6.83,6.76,4.19
32101,Ideal,G,SI1,61.2,56.0,666,4.65,4.67,2.85
32102,,D,SI2,61.4,60.0,5088,6.64,6.59,4.06
32103,Ideal,F,VVS2,62.6,55.0,1192,4.76,4.73,2.97
32104,Fair,E,SI2,55.2,60.0,908,5.29,5.25,2.91
32105,Very Good,D,SI2,63.7,57.0,727,4.71,4.74,3.01
32106,,E,VVS2,60.1,62.0,572,4.24,4.28,2.56
32107,Ideal,F,VS1,62.2,57.0,4030,6.01,5.95,3.72
32108,Ideal,I,SI1,62.3,56.0,9902,7.53,7.49,4.68
32109,Ideal,E,SI1,59.1,59.0,4439,6.31,6.37,3.75
32110,,H,SI1,63.7,60.0,4836,6.35,6.31,4.03
32111,Very Good,E,I1,62.5,58.0,3894,6.63,6.74,4.18
32112,,F,SI1,60.3,58.0,617,4.62,4.67,2.8
32113,Good,I,VS1,63.7,55.0,738,4.66,4.7,2.98
32114,Very Good,E,VS1,62.6,57.0,2946,5.69,5.74,3.58
32115,Ideal,E,SI1,63.0,57.0,1901,5.55,5.53,3.49
32116,Premium,I,VS2,62.3,61.0,9384,7.68,7.6,4.76
32117,Ideal,E,VVS2,62.4,57.0,622,4.11,4.13,2.57
32118,Very Good,D,VS2,62.7,57.0,7652,6.36,6.39,4.0
32119,Ideal,H,SI1,61.1,57.0,6179,6.93,6.82,4.2
32120,Premium,H,IF,62.0,58.0,1114,4.41,4.39,2.73
32121,Very Good,H,SI1,62.4,56.0,2919,5.92,5.97,3.71
32122,Ideal,F,I1,61.0,56.0,3633,6.58,6.51,3.99
32123,Premium,I,SI2,62.9,60.0,13991,8.05,8.02,5.05
32124,Very Good,I,VS1,61.9,63.0,9640,7.34,7.27,4.52
32125,Premium,G,VS1,61.9,60.0,725,4.32,4.27,2.66
32126,Very Good,H,VS1,63.5,57.0,4969,6.47,6.44,4.1
32127,Ideal,G,VVS2,61.8,56.0,1875,5.09,5.17,3.17
32128,Very Good,G,SI1,60.3,57.0,4266,6.36,6.37,3.84
32129,Premium,F,VS2,62.5,58.0,5774,6.46,6.4,4.02
32130,Good,E,VS1,61.7,58.0,8902,6.73,6.78,4.17
32131,Ideal,E,VS2,62.4,55.0,792,4.46,4.42,2.77
32132,Good,I,SI1,64.0,59.0,8737,7.2,7.08,4.57
32133,Very Good,G,VS2,59.8,61.0,826,4.79,4.81,2.87
32134,Premium,H,SI2,60.5,59.0,14043,8.4,8.38,5.08
32135,,H,SI2,62.2,60.0,7812,7.3,7.24,4.52
32136,,G,VS1,61.8,54.0,491,4.01,4.02,2.48
32137,Ideal,G,VS2,61.3,56.0,8362,6.91,6.89,4.23
32138,Ideal,D,VS2,62.1,57.0,735,4.31,4.35,2.69
32139,Ideal,D,VS2,62.2,56.0,711,4.29,4.3,2.67
32140,Ideal,F,VVS2,61.1,55.0,825,4.45,4.48,2.73
32141,Very Good,D,SI1,62.6,59.0,6464,6.65,6.68,4.17
32142,Ideal,H,VS2,61.2,56.0,587,4.6,4.62,2.82
32143,,G,VVS2,61.3,56.0,730,4.43,4.45,2.72
32144,Very Good,E,SI2,62.3,58.0,2312,5.68,5.72,3.55
32145,Good,E,SI1,62.8,55.0,545,4.34,4.38,2.74
32146,Very Good,I,SI2,61.8,58.0,7345,7.47,7.52,4.63
32147,Fair,I,VS2,61.4,67.0,1840,5.77,5.63,3.5
32148,Very Good,D,SI1,59.8,58.0,5549,6.41,6.46,3.85
32149,,G,VVS1,61.0,61.0,1151,4.71,4.76,2.89
32150,Premium,G,SI1,60.1,59.0,1441,5.36,5.35,3.22
32151,Ideal,F,SI1,62.5,54.0,748,4.52,4.5,2.82
32152,,G,SI1,62.8,60.0,5867,6.73,6.68,4.21
32153,Ideal,H,VVS2,61.8,57.0,1842,5.07,5.12,3.15
32154,Ideal,F,SI1,62.4,57.0,8227,6.96,6.89,4.32
32155,Very Good,G,VS1,61.3,57.0,871,4.76,4.77,2.92
32156,Very Good,J,SI2,62.7,59.0,3906,6.35,6.37,3.99
32157,Ideal,D,SI1,60.2,57.0,4774,6.47,6.55,3.92
32158,Ideal,G,VS2,61.6,56.0,597,4.48,4.54,2.78
32159,Ideal,G,IF,62.1,53.0,1348,4.91,4.94,3.06
32160,Ideal,I,VS1,61.3,57.0,6759,6.67,6.68,4.09
32161,,E,VVS2,63.0,56.0,798,4.13,4.13,2.6
32162,Ideal,G,VS2,62.6,57.0,543,4.32,4.34,2.71
32163,Very Good,H,VVS1,62.5,56.0,639,4.26,4.29,2.67
32164,Premium,G,VS2,61.4,57.0,1416,5.12,5.1,3.14
32165,Very Good,F,SI1,62.4,58.0,616,4.53,4.57,2.84
32166,Ideal,I,VS1,61.9,56.0,15189,7.68,7.74,4.77
32167,Very Good,I,SI2,63.1,59.0,7150,7.24,7.15,4.54
32168,Very Good,E,VVS2,61.0,55.0,2238,5.24,5.31,3.22
32169,Good,D,VS2,63.2,60.0,3088,5.57,5.6,3.53
32170,Very Good,G,VS2,61.4,54.0,526,4.31,4.35,2.66
32171,Ideal,I,VS1,62.0,55.7,6469,6.8,6.84,4.23
32172,Premium,I,VS1,60.4,57.0,5149,6.81,6.8,4.11
32173,Ideal,H,VVS1,61.4,56.0,8921,6.89,6.92,4.24
32174,Premium,I,SI2,63.2,56.0,11311,8.03,7.96,5.05
32175,Ideal,F,VS2,61.1,58.0,7409,6.46,6.43,3.94
32176,Good,D,VS2,65.7,58.0,4682,5.99,6.03,3.95
32177,Premium,G,VS2,59.9,56.0,2766,5.87,5.81,3.5
32178,Ideal,I,VS1,61.3,58.0,11118,7.51,7.49,4.6
32179,Premium,I,SI2,61.5,61.0,6279,7.4,7.32,4.53
32180,Ideal,H,VS1,,56.0,1634,5.21,,3.27
32181,Good,F,VS2,63.1,57.0,4370,6.13,6.17,3.88
32182,Premium,D,SI1,60.9,60.0,590,4.4,4.4,2.68
32183,Very Good,F,SI2,63.1,57.0,4222,6.26,6.3,3.96
32184,Ideal,I,IF,62.5,55.0,945,4.52,4.53,2.83
32185,,H,SI2,62.0,59.0,5718,6.93,6.87,4.28
32186,Ideal,E,SI1,61.7,56.0,3345,5.94,5.99,3.68
32187,Ideal,G,IF,62.4,56.0,2659,5.42,5.45,3.39
32188,Ideal,G,VVS2,62.1,56.0,8034,6.42,6.46,4.0
32189,Ideal,I,VS2,62.5,57.0,5735,6.72,6.79,4.22
32190,Ideal,G,VS1,61.9,54.0,914,4.89,4.93,3.04
32191,,G,SI2,61.0,59.0,421,4.38,4.41,2.68
32192,Ideal,F,VVS2,61.7,55.0,679,4.0,4.01,2.47
32193,Premium,G,SI2,58.8,60.0,1186,5.32,5.3,3.12
32194,Ideal,H,VVS1,61.7,57.0,9042,6.55,6.6,4.06
32195,,I,VS1,63.6,55.0,628,4.33,4.32,2.75
32196,Very Good,I,VS2,63.0,56.0,5067,6.38,6.42,4.03
32197,Premium,H,VS2,61.8,58.0,699,4.63,4.66,2.87
32198,Ideal,H,SI2,62.2,58.0,6347,6.78,6.83,4.23
32199,Premium,G,VVS2,61.7,59.0,752,4.4,4.42,2.72
32200,Ideal,F,SI2,61.3,56.0,4452,6.46,6.42,3.95
32201,Premium,H,VS1,62.6,59.0,731,4.63,4.73,2.93
32202,Ideal,I,VS2,61.5,55.0,2311,5.77,5.77,3.55
32203,Ideal,H,VS1,,54.0,6643,6.65,,4.09
32204,Very Good,E,VS1,59.6,59.0,487,4.28,4.34,2.57
32205,Ideal,E,VS2,60.9,57.0,3930,6.0,6.06,3.67
32206,Premium,G,SI1,62.3,58.0,4435,6.43,6.48,4.02
32207,,F,VS1,62.1,58.0,2832,5.73,5.67,3.54
32208,Premium,D,SI1,60.6,59.0,1814,5.37,5.33,3.24
32209,Ideal,F,VVS1,61.4,56.0,931,4.61,4.61,2.83
32210,Ideal,E,VS2,61.8,57.0,1852,5.31,5.31,3.28
32211,,D,VS2,62.3,54.0,855,4.45,4.44,2.77
32212,Good,G,VVS1,63.9,60.0,7135,6.34,6.3,4.04
32213,Ideal,D,VS2,60.7,56.0,1063,4.56,4.53,2.76
32214,,I,SI1,62.5,54.8,9117,7.36,7.4,4.61
32215,Ideal,J,VS1,61.2,57.0,10681,7.64,7.68,4.69
32216,,H,VS1,61.8,58.0,5627,6.57,6.5,4.04
32217,Very Good,J,VS2,60.7,59.0,13113,8.12,8.15,4.94
32218,Very Good,G,SI1,63.0,56.0,720,4.69,4.74,2.97
32219,Ideal,H,VS2,60.8,57.0,668,4.49,4.46,2.72
32220,Premium,I,VVS2,61.5,59.0,697,4.33,4.32,2.66
32221,Ideal,E,SI2,61.5,61.0,1128,5.11,5.14,3.15
32222,Premium,E,VS2,62.1,58.0,2818,5.69,5.67,3.53
32223,Premium,G,SI1,62.5,58.0,3975,6.19,6.13,3.85
32224,Ideal,F,SI1,61.0,55.9,1685,5.34,5.34,3.26
32225,Very Good,D,SI1,63.4,58.0,1636,5.16,5.1,3.25
32226,Premium,E,SI2,61.9,56.0,394,3.85,3.81,2.37
32227,Ideal,G,SI2,62.5,57.0,14638,8.36,8.3,5.21
32228,Very Good,I,VS2,58.6,60.0,3708,6.29,6.37,3.71
32229,,D,VS2,62.2,57.0,1963,5.25,5.27,3.27
32230,Ideal,D,VS1,61.5,56.0,2548,5.19,5.21,3.2
